"","ID","Number_of_Cylinders","material_grade","Lubrication","Valve_Type","Bearing_Vendor","Fuel_Type","Compression_ratio","cam_arrangement","Cylinder_arragement","Turbocharger","Varaible_Valve_Timing_VVT","Cylinder_deactivation","Direct_injection","main_bearing_type","displacement","piston_type","Max_Torque","Peak_Power","Crankshaft_Design","Liner_Design","Predict"
"375",5375,6,"a","L2","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"376",5376,6,"f","L2","D","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"377",5377,4,"a","L2","C","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"378",5378,4,"d","L2","B","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","low","high","CD1","LD1","fail"
"379",5379,8,"g","L2","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"380",5380,4,"a","L2","A","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","pass"
"381",5381,4,"a","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"382",5382,8,"c","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"383",5383,8,"c","L4","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"384",5384,6,"b","L2","A","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"385",5385,6,"c","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"386",5386,6,"a","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD2","LD1","pass"
"387",5387,8,"c","L1","A","V6","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"388",5388,8,"c","L1","D","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"389",5389,8,"c","L1","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"390",5390,6,"f","L1","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"391",5391,6,"d","L1","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"392",5392,8,"g","L1","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"393",5393,4,"c","L1","A","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"394",5394,8,"g","L1","B","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"395",5395,6,"f","L1","D","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"396",5396,4,"d","L1","A","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass"
"397",5397,4,"c","L1","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"398",5398,4,"d","L1","A","V5","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"399",5399,6,"d","L1","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","low","high","CD1","LD1","fail"
"400",5400,8,"c","L1","A","V5","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"401",5401,6,"c","L1","C","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"402",5402,6,"f","L1","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"403",5403,4,"f","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"404",5404,6,"f","L1","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"405",5405,4,"a","L1","D","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"406",5406,4,"a","L1","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD2","fail"
"407",5407,8,"g","L1","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"408",5408,4,"c","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"409",5409,6,"c","L1","A","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"410",5410,8,"a","L1","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"411",5411,4,"c","L1","A","V3","gasoline","low","DOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"412",5412,4,"f","L4","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"413",5413,4,"f","L4","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"414",5414,6,"f","L1","C","V6","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"415",5415,6,"a","L1","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"416",5416,6,"f","L4","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"417",5417,6,"a","L4","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass"
"418",5418,6,"f","L4","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"419",5419,8,"a","L1","B","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"420",5420,6,"a","L1","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","pass"
"421",5421,8,"c","L1","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"422",5422,4,"c","L1","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"423",5423,4,"c","L1","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"424",5424,6,"c","L1","C","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"425",5425,4,"f","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"426",5426,8,"c","L4","C","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"427",5427,4,"f","L1","A","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"428",5428,4,"c","L1","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"429",5429,4,"f","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"430",5430,6,"c","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"431",5431,8,"c","L2","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"432",5432,4,"f","L2","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"433",5433,4,"f","L2","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"434",5434,4,"f","L2","C","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"435",5435,6,"c","L2","D","V1","gasoline","high","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","fail"
"436",5436,8,"c","L2","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"437",5437,4,"c","L2","A","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"438",5438,8,"c","L2","C","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"439",5439,8,"a","L2","A","V2","gasoline","high","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"440",5440,8,"c","L2","D","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"441",5441,8,"c","L2","D","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"442",5442,6,"c","L2","B","V1","gasoline","low","DOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail"
"443",5443,6,"f","L2","A","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"444",5444,6,"f","L2","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"445",5445,4,"f","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"446",5446,8,"d","L2","C","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"447",5447,8,"c","L2","A","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"448",5448,6,"f","L2","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"449",5449,6,"c","L4","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"450",5450,6,"c","L2","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"451",5451,6,"c","L2","A","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass"
"452",5452,8,"c","L2","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"453",5453,8,"c","L2","A","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"454",5454,4,"c","L2","D","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"455",5455,4,"b","L2","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"456",5456,4,"f","L2","D","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"457",5457,6,"c","L2","C","V3","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail"
"458",5458,6,"c","L2","A","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail"
"459",5459,6,"f","L2","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"460",5460,8,"c","L2","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"461",5461,4,"c","L2","A","V3","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"462",5462,8,"d","L2","D","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"463",5463,8,"c","L2","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"464",5464,6,"f","L2","A","V3","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"465",5465,6,"f","L2","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"466",5466,4,"c","L2","A","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"467",5467,6,"c","L2","B","V4","gasoline","high","DOHC","inline","Yes","Yes","Yes","No","Roller","high","rotary","high","high","CD1","LD1","fail"
"468",5468,6,"f","L2","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"469",5469,8,"c","L2","B","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"470",5470,8,"c","L2","C","V6","gasoline","low","SOHC","V","No","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD2","pass"
"471",5471,6,"c","L2","D","V2","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass"
"472",5472,4,"c","L2","A","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"473",5473,4,"c","L4","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"474",5474,8,"c","L2","B","V3","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"475",5475,4,"f","L2","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"476",5476,6,"c","L1","C","V6","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass"
"477",5477,6,"f","L1","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"478",5478,6,"c","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"479",5479,6,"c","L1","B","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"480",5480,6,"c","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass"
"481",5481,4,"c","L1","B","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"482",5482,8,"c","L1","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"483",5483,6,"c","L1","C","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"484",5484,4,"c","L1","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","fail"
"485",5485,6,"f","L1","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"486",5486,4,"f","L1","A","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"487",5487,4,"d","L1","C","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"488",5488,6,"c","L1","A","V2","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD2","LD1","pass"
"489",5489,8,"c","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"490",5490,6,"c","L1","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass"
"491",5491,8,"c","L1","A","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"492",5492,6,"a","L1","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","low","high","CD2","LD1","fail"
"493",5493,8,"c","L1","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"494",5494,4,"f","L1","B","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"495",5495,8,"e","L1","D","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"496",5496,6,"c","L1","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass"
"497",5497,6,"c","L1","B","V5","gasoline","low","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"498",5498,4,"f","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"499",5499,4,"c","L1","B","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"500",5500,6,"f","L1","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"501",5501,4,"f","L1","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"502",5502,8,"d","L1","C","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"503",5503,8,"c","L1","B","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD2","pass"
"504",5504,8,"c","L1","A","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"505",5505,6,"c","L2","B","V3","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD2","LD1","pass"
"506",5506,4,"c","L2","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"507",5507,8,"c","L2","C","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"508",5508,6,"a","L2","C","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"509",5509,6,"a","L2","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"510",5510,4,"f","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"511",5511,8,"c","L2","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"512",5512,4,"c","L2","C","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"513",5513,8,"a","L2","B","V2","gasoline","low","DOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"514",5514,4,"c","L2","A","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"515",5515,4,"f","L2","B","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"516",5516,4,"a","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD2","fail"
"517",5517,6,"f","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"518",5518,6,"c","L2","A","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"519",5519,4,"f","L2","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"520",5520,8,"c","L2","C","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"521",5521,8,"d","L2","A","V5","gasoline","low","DOHC","V","Yes","Yes","No","Yes","Roller","high","rotary","low","high","CD1","LD1","fail"
"522",5522,8,"d","L2","C","V4","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD2","pass"
"523",5523,6,"d","L2","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"524",5524,4,"f","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"525",5525,8,"d","L2","A","V6","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"526",5526,8,"c","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"527",5527,6,"a","L2","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail"
"528",5528,4,"f","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"529",5529,6,"d","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass"
"530",5530,8,"c","L2","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"531",5531,8,"c","L2","D","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"532",5532,6,"f","L4","C","V3","petrol","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"533",5533,4,"f","L2","C","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"534",5534,6,"c","L2","C","V3","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"535",5535,4,"c","L2","C","V1","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"536",5536,8,"c","L2","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail"
"537",5537,8,"c","L2","C","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"538",5538,4,"f","L2","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"539",5539,8,"a","L4","D","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD2","LD1","pass"
"540",5540,8,"c","L2","D","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"541",5541,8,"f","L2","A","V1","petrol","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"542",5542,4,"f","L2","D","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass"
"543",5543,8,"c","L2","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"544",5544,6,"c","L2","B","V5","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass"
"545",5545,6,"f","L4","B","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"546",5546,4,"f","L2","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"547",5547,8,"c","L1","B","V5","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"548",5548,6,"c","L1","D","V6","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass"
"549",5549,6,"c","L1","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail"
"550",5550,6,"f","L1","D","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"551",5551,6,"f","L1","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"552",5552,4,"f","L1","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"553",5553,8,"c","L1","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass"
"554",5554,6,"f","L1","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"555",5555,8,"c","L1","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"556",5556,4,"c","L1","D","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"557",5557,6,"f","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass"
"558",5558,6,"f","L1","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"559",5559,8,"c","L1","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"560",5560,8,"c","L1","C","V5","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail"
"561",5561,8,"c","L1","D","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
"562",5562,6,"f","L1","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass"
